"string","num","next_word","nchar"
"side",23,"you",4
"sides",23,"are",5
"sign",23,"it",4
"signing",23,"a",7
"silly",23,"but",5
"since",23,"august",5
"single",23,"mother",6
"single",23,"time",6
"site",23,"with",4
"site",23,"you",4
"sitting",23,"and",7
"skills",23,"that",6
"skin",23,"cancer",4
"skin",23,"of",4
"sky",23,"the",3
"slaying",23,"of",7
"sleep",23,"a",5
"slept",23,"on",5
"slept",23,"with",5
"small",23,"child",5
"small",23,"groups",5
"small",23,"saucepan",5
"small",23,"talk",5
"smell",23,"it",5
"smells",23,"of",6
"smith",23,"of",5
"smoke",23,"a",5
"so",23,"had",2
"so",23,"interesting",2
"so",23,"lovely",2
"so",23,"mean",2
"so",23,"should",2
"so",23,"some",2
"so",23,"tell",2
"soaked",23,"in",6
"some",23,"as",4
"some",23,"early",4
"some",23,"it",4
"some",23,"lunch",4
"some",23,"others",4
"some",23,"residents",4
"something",23,"because",9
"something",23,"interesting",9
"something",23,"lol",9
"sometimes",23,"it’s",9
"somewhere",23,"to",9
"son",23,"a",3
"soon",23,"well",4
"sorry",23,"and",5
"sought",23,"out",6
"sound",23,"as",5
"sound",23,"to",5
"soundtrack",23,"to",10
"sous",23,"chef",4
"south",23,"the",5
"spaces",23,"in",6
"special",23,"olympics",7
"speed",23,"the",5
"spelled",23,"out",7
"sphere",23,"of",6
"spoken",23,"word",6
"spray",23,"and",5
"st",23,"of",2
"st",23,"pats",2
"st",23,"st",2
"st",23,"vincent",2
"staff",23,"on",5
"stamp",23,"sets",5
"standardized",23,"tests",12
"stanford",23,"and",8
"star",23,"the",4
"star",23,"tribune",4
"start",23,"as",5
"start",23,"taking",5
"started",23,"all",7
"started",23,"going",7
"state",23,"constitution",5
"state",23,"employees",5
"state",23,"parks",5
"state",23,"they",5
"state",23,"this",5
"state",23,"which",5
"status",23,"in",6
"stay",23,"as",4
"step",23,"with",4
"still",23,"for",5
"still",23,"just",5
"still",23,"talking",5
"still",23,"will",5
"still",23,"works",5
"stop",23,"but",4
"stop",23,"eating",4
"stop",23,"my",4
"stopping",23,"at",8
"stores",23,"the",6
"straight",23,"month",8
"street",23,"near",6
"street",23,"san",6
"street",23,"that",6
"stretched",23,"out",9
"student",23,"from",7
"students",23,"said",8
"studio",23,"to",6
"stuff",23,"at",5
"stuff",23,"if",5
"stuff",23,"im",5
"stuff",23,"thanks",5
"subtle",23,"and",6
"sucks",23,"when",5
"summer",23,"reading",6
"summer",23,"you",6
"sun",23,"to",3
"sunday",23,"it",6
"sunny",23,"days",5
"support",23,"her",7
"supporters",23,"say",10
"sure",23,"would",4
"surgery",23,"in",7
"survey",23,"the",6
"survivors",23,"of",9
"suspicion",23,"that",9
"sweet",23,"baby",5
"system",23,"so",6
"tag",23,"and",3
"take",23,"forever",4
"take",23,"pics",4
"take",23,"these",4
"take",23,"too",4
"take",23,"years",4
"takes",23,"some",5
"talk",23,"too",4
"talk",23,"you",4
"tank",23,"and",4
"tape",23,"to",4
"targeting",23,"the",9
"taught",23,"that",6
"tea",23,"in",3
"tea",23,"is",3
"tebow",23,"is",5
"ted",23,"nugent",3
"temperature",23,"and",11
"temple",23,"and",6
"terrible",23,"thing",8
"test",23,"was",4
"texas",23,"in",5
"th",23,"a",2
"th",23,"day",2
"th",23,"this",2
"than",23,"be",4
"than",23,"done",4
"than",23,"him",4
"thank",23,"my",5
"thank",23,"them",5
"thankful",23,"i",8
"thanks",23,"mom",6
"thanksgiving",23,"is",12
"that",23,"adds",4
"that",23,"can’t",4
"that",23,"compares",4
"that",23,"consumers",4
"that",23,"contained",4
"that",23,"cool",4
"that",23,"creates",4
"that",23,"federal",4
"that",23,"fight",4
"that",23,"growth",4
"that",23,"however",4
"that",23,"human",4
"that",23,"members",4
"that",23,"million",4
"that",23,"occur",4
"that",23,"option",4
"that",23,"photo",4
"that",23,"promotes",4
"that",23,"race",4
"that",23,"room",4
"that",23,"supports",4
"that",23,"sweet",4
"that",23,"taking",4
"that",23,"tonight",4
"that",23,"ur",4
"that",23,"working",4
"that",23,"writing",4
"that",23,"yet",4
"thats",23,"better",5
"thats",23,"hard",5
"thats",23,"up",5
"the",23,"agricultural",3
"the",23,"akron",3
"the",23,"albums",3
"the",23,"always",3
"the",23,"ashes",3
"the",23,"assassination",3
"the",23,"automatic",3
"the",23,"availability",3
"the",23,"babys",3
"the",23,"bachelor",3
"the",23,"backfield",3
"the",23,"balloon",3
"the",23,"banking",3
"the",23,"batteries",3
"the",23,"bday",3
"the",23,"blackhawks",3
"the",23,"bleeding",3
"the",23,"blogger",3
"the",23,"blonde",3
"the",23,"borders",3
"the",23,"bottles",3
"the",23,"bullying",3
"the",23,"bureaus",3
"the",23,"buses",3
"the",23,"canal",3
"the",23,"cdc",3
"the",23,"checks",3
"the",23,"chemical",3
"the",23,"chemicals",3
"the",23,"children’s",3
"the",23,"chips",3
"the",23,"citrus",3
"the",23,"classical",3
"the",23,"click",3
"the",23,"commercials",3
"the",23,"concepts",3
"the",23,"consensus",3
"the",23,"contestants",3
"the",23,"custom",3
"the",23,"da",3
"the",23,"diagnosis",3
"the",23,"directions",3
"the",23,"doctor’s",3
"the",23,"electronic",3
"the",23,"engines",3
"the",23,"faint",3
"the",23,"fb",3
"the",23,"fears",3
"the",23,"fictional",3
"the",23,"firing",3
"the",23,"game’s",3
"the",23,"genius",3
"the",23,"goahead",3
"the",23,"goto",3
"the",23,"grapes",3
"the",23,"grim",3
"the",23,"gut",3
"the",23,"halfway",3
"the",23,"heisman",3
"the",23,"helicopter",3
"the",23,"heroes",3
"the",23,"hub",3
"the",23,"intellectual",3
"the",23,"intended",3
"the",23,"ipo",3
"the",23,"keynote",3
"the",23,"knees",3
"the",23,"league’s",3
"the",23,"massachusetts",3
"the",23,"meadowlands",3
"the",23,"meals",3
"the",23,"medina",3
"the",23,"mixed",3
"the",23,"mlb",3
"the",23,"models",3
"the",23,"mostly",3
"the",23,"motor",3
"the",23,"muscle",3
"the",23,"newport",3
"the",23,"newsroom",3
"the",23,"once",3
"the",23,"oxford",3
"the",23,"par",3
"the",23,"party’s",3
"the",23,"philly",3
"the",23,"plague",3
"the",23,"plunge",3
"the",23,"poverty",3
"the",23,"properties",3
"the",23,"psychological",3
"the",23,"ramp",3
"the",23,"ratio",3
"the",23,"rebel",3
"the",23,"referee",3
"the",23,"religion",3
"the",23,"renovation",3
"the",23,"repair",3
"the",23,"replay",3
"the",23,"retailer",3
"the",23,"row",3
"the",23,"rubber",3
"the",23,"shame",3
"the",23,"shells",3
"the",23,"silk",3
"the",23,"smoking",3
"the",23,"southbound",3
"the",23,"spirits",3
"the",23,"sponsors",3
"the",23,"standings",3
"the",23,"stimulus",3
"the",23,"storyline",3
"the",23,"superintendent",3
"the",23,"taxi",3
"the",23,"tiniest",3
"the",23,"tofu",3
"the",23,"upside",3
"the",23,"v",3
"the",23,"vacant",3
"the",23,"vaccine",3
"the",23,"validity",3
"the",23,"valleys",3
"the",23,"veggies",3
"the",23,"waiter",3
"the",23,"wrath",3
"the",23,"written",3
"the",23,"yield",3
"the",23,"yogurt",3
"their",23,"daughters",5
"their",23,"days",5
"their",23,"political",5
"them",23,"good",4
"them",23,"only",4
"them",23,"see",4
"then",23,"head",4
"then",23,"suddenly",4
"then",23,"tell",4
"there",23,"always",5
"there",23,"did",5
"there",23,"do",5
"there",23,"early",5
"there",23,"one",5
"there",23,"thats",5
"there",23,"why",5
"they",23,"belong",4
"they",23,"change",4
"they",23,"each",4
"they",23,"enjoy",4
"they",23,"failed",4
"they",23,"passed",4
"they",23,"sit",4
"they’ll",23,"be",7
"thick",23,"of",5
"things",23,"by",6
"things",23,"could",6
"things",23,"my",6
"think",23,"again",5
"think",23,"because",5
"think",23,"itll",5
"think",23,"just",5
"thinking",23,"but",8
"thinking",23,"more",8
"thinks",23,"they",6
"third",23,"with",5
"this",23,"crap",4
"this",23,"doesn’t",4
"this",23,"dream",4
"this",23,"guys",4
"this",23,"incredible",4
"this",23,"legislation",4
"this",23,"meeting",4
"this",23,"most",4
"this",23,"organization",4
"this",23,"road",4
"this",23,"stupid",4
"those",23,"few",5
"those",23,"girls",5
"those",23,"lines",5
"those",23,"stories",5
"though",23,"most",6
"though",23,"theres",6
"threats",23,"and",7
"three",23,"for",5
"three",23,"main",5
"three",23,"members",5
"three",23,"players",5
"three",23,"separate",5
"throne",23,"of",6
"through",23,"another",7
"through",23,"hell",7
"thursday",23,"nights",8
"thx",23,"i",3
"tickets",23,"from",7
"till",23,"my",4
"time",23,"back",4
"time",23,"cant",4
"time",23,"great",4
"time",23,"magazine",4
"time",23,"more",4
"time",23,"really",4
"time",23,"right",4
"time",23,"rush",4
"time",23,"yes",4
"times",23,"has",5
"times",23,"than",5
"to",23,"again",2
"to",23,"audition",2
"to",23,"award",2
"to",23,"beg",2
"to",23,"bid",2
"to",23,"building",2
"to",23,"campus",2
"to",23,"cents",2
"to",23,"comprehend",2
"to",23,"conform",2
"to",23,"disappoint",2
"to",23,"discourage",2
"to",23,"elect",2
"to",23,"encounter",2
"to",23,"enlarge",2
"to",23,"erase",2
"to",23,"evacuate",2
"to",23,"fade",2
"to",23,"fox",2
"to",23,"germany",2
"to",23,"gov",2
"to",23,"haunt",2
"to",23,"insert",2
"to",23,"joe",2
"to",23,"living",2
"to",23,"log",2
"to",23,"mass",2
"to",23,"michigan",2
"to",23,"multiple",2
"to",23,"nap",2
"to",23,"nurture",2
"to",23,"pause",2
"to",23,"perfection",2
"to",23,"pose",2
"to",23,"publicly",2
"to",23,"reinvent",2
"to",23,"robert",2
"to",23,"scratch",2
"to",23,"screen",2
"to",23,"stamp",2
"to",23,"stuff",2
"to",23,"terminate",2
"to",23,"tour",2
"to",23,"trick",2
"to",23,"upset",2
"to",23,"value",2
"to",23,"weeks",2
"to",23,"whip",2
"today",23,"marks",5
"today",23,"thats",5
"together",23,"an",8
"together",23,"its",8
"together",23,"she",8
"told",23,"people",4
"tonight",23,"ill",7
"tonight",23,"they",7
"tonight",23,"well",7
"too",23,"heavy",3
"too",23,"thank",3
"too",23,"then",3
"took",23,"home",4
"took",23,"turns",4
"top",23,"on",3
"total",23,"to",5
"tough",23,"decision",5
"towel",23,"and",5
"town",23,"as",4
"track",23,"on",5
"tradition",23,"that",9
"trail",23,"is",5
"train",23,"in",5
"training",23,"i",8
"travel",23,"with",6
"tree",23,"was",4
"trees",23,"that",5
"trip",23,"back",4
"trip",23,"we",4
"true",23,"true",4
"truly",23,"blessed",5
"truly",23,"love",5
"trying",23,"hard",6
"tuesday",23,"as",7
"tuesday",23,"it",7
"turns",23,"up",5
"tweet",23,"on",5
"tweet",23,"with",5
"tweeting",23,"the",8
"tweets",23,"for",6
"two",23,"assists",3
"two",23,"best",3
"two",23,"rbis",3
"two",23,"shots",3
"two",23,"top",3
"u",23,"doin",1
"u",23,"now",1
"u",23,"u",1
"u",23,"we",1
"ugh",23,"so",3
"understand",23,"their",10
"units",23,"of",5
"universal",23,"studios",9
"university",23,"medical",10
"unlike",23,"a",6
"unsalted",23,"butter",8
"until",23,"march",5
"up",23,"enough",2
"up",23,"people",2
"up",23,"u",2
"up",23,"why",2
"updated",23,"at",7
"upon",23,"this",4
"upper",23,"body",5
"upstairs",23,"to",8
"us",23,"citizens",2
"us",23,"help",2
"us",23,"hope",2
"us",23,"senator",2
"us",23,"while",2
"useful",23,"in",6
"users",23,"are",5
"uses",23,"it",4
"using",23,"for",5
"usually",23,"are",7
"vacation",23,"is",8
"valley",23,"road",6
"value",23,"that",5
"van",23,"and",3
"vehicle",23,"that",7
"vehicles",23,"to",8
"vendors",23,"and",7
"version",23,"and",7
"very",23,"clever",4
"very",23,"rich",4
"very",23,"slowly",4
"veteran",23,"who",7
"veterans",23,"of",8
"vicinity",23,"of",8
"view",23,"i",4
"viewed",23,"by",6
"viewing",23,"the",7
"w",23,"some",1
"w",23,"u",1
"wait",23,"did",4
"wait",23,"no",4
"wait",23,"this",4
"walk",23,"home",4
"walked",23,"off",6
"walked",23,"over",6
"wallace",23,"said",7
"wanting",23,"more",7
"wants",23,"more",5
"warm",23,"in",4
"was",23,"captured",3
"was",23,"cited",3
"was",23,"common",3
"was",23,"conducted",3
"was",23,"dismissed",3
"was",23,"drunk",3
"was",23,"dying",3
"was",23,"epic",3
"was",23,"filmed",3
"was",23,"greeted",3
"was",23,"instrumental",3
"was",23,"invented",3
"was",23,"kept",3
"was",23,"laid",3
"was",23,"perfectly",3
"was",23,"pleasantly",3
"was",23,"produced",3
"was",23,"promoted",3
"was",23,"three",3
"was",23,"transferred",3
"was",23,"within",3
"wasnt",23,"me",5
"wasnt",23,"much",5
"wasting",23,"time",7
"wat",23,"i",3
"water",23,"if",5
"water",23,"quality",5
"water",23,"this",5
"wats",23,"up",4
"wax",23,"paper",3
"way",23,"across",3
"way",23,"off",3
"way",23,"thats",3
"way",23,"though",3
"way",23,"way",3
"way",23,"which",3
"way",23,"will",3
"ways",23,"than",4
"we",23,"aint",2
"we",23,"celebrated",2
"we",23,"noticed",2
"we",23,"please",2
"we",23,"sell",2
"we",23,"stay",2
"we",23,"write",2
"we’re",23,"still",5
"we’re",23,"talking",5
"weapons",23,"of",7
"wear",23,"on",4
"wednesday",23,"a",9
"wednesday",23,"when",9
"week",23,"have",4
"week",23,"ill",4
"weekend",23,"or",7
"weekend",23,"too",7
"well",23,"happy",4
"well",23,"oh",4
"well",23,"too",4
"well",23,"u",4
"well",23,"youre",4
"wellbeing",23,"of",9
"were",23,"by",4
"were",23,"calling",4
"were",23,"ever",4
"were",23,"filed",4
"were",23,"fine",4
"were",23,"fired",4
"were",23,"interested",4
"were",23,"scheduled",4
"werent",23,"the",6
"what",23,"any",4
"what",23,"came",4
"what",23,"for",4
"what",23,"got",4
"what",23,"movie",4
"what",23,"now",4
"what",23,"year",4
"what’s",23,"happening",6
"whats",23,"important",5
"whats",23,"really",5
"wheel",23,"and",5
"when",23,"confronted",4
"when",23,"others",4
"when",23,"used",4
"when",23,"we’re",4
"whenever",23,"they",8
"where",23,"other",5
"where",23,"should",5
"which",23,"became",5
"which",23,"goes",5
"which",23,"serves",5
"whiskey",23,"and",7
"white",23,"as",5
"white",23,"girl",5
"whites",23,"and",6
"who",23,"aren’t",3
"who",23,"fought",3
"who",23,"hold",3
"who",23,"keep",3
"who",23,"often",3
"who",23,"serve",3
"who",23,"specializes",3
"who",23,"supported",3
"who",23,"teaches",3
"whole",23,"house",5
"whom",23,"were",4
"whos",23,"with",4
"why",23,"his",3
"why",23,"these",3
"why",23,"when",3
"will",23,"gain",4
"will",23,"inevitably",4
"will",23,"inspire",4
"will",23,"launch",4
"will",23,"retire",4
"will",23,"rock",4
"will",23,"someone",4
"will",23,"wait",4
"will",23,"wear",4
"win",23,"its",3
"window",23,"is",6
"windows",23,"in",7
"wings",23,"of",5
"winning",23,"this",7
"winter",23,"months",6
"wisconsin",23,"and",9
"wish",23,"her",4
"wish",23,"id",4
"wish",23,"us",4
"with",23,"are",4
"with",23,"breast",4
"with",23,"english",4
"with",23,"foil",4
"with",23,"google",4
"with",23,"happy",4
"with",23,"heart",4
"with",23,"higher",4
"with",23,"mark",4
"with",23,"mike",4
"with",23,"names",4
"with",23,"obama",4
"with",23,"paul",4
"with",23,"pink",4
"with",23,"short",4
"with",23,"tonight",4
"with",23,"video",4
"without",23,"question",7
"witnesses",23,"said",9
"woman",23,"at",5
"woman",23,"you",5
"womens",23,"basketball",6
"won",23,"its",3
"wonderful",23,"job",9
"wooden",23,"spoon",6
"words",23,"about",5
"words",23,"it",5
"work",23,"better",4
"work",23,"one",4
"work",23,"really",4
"work",23,"rt",4
"workers",23,"from",7
"workers",23,"have",7
"workers",23,"with",7
"workin",23,"on",6
"working",23,"all",7
"world",23,"–",5
"world",23,"there",5
"would",23,"argue",5
"would",23,"cause",5
"would",23,"drive",5
"would",23,"force",5
"would",23,"hold",5
"would",23,"last",5
"would",23,"meet",5
"would",23,"read",5
"wouldn’t",23,"you",8
"wrestling",23,"with",9
"writers",23,"are",7
"xu",23,"guan",2
"ya",23,"in",2
"ya",23,"think",2
"yea",23,"thats",3
"yea",23,"we",3
"yeah",23,"this",4
"year",23,"have",4
"year",23,"lol",4
"year",23,"would",4
"years",23,"into",5
"years",23,"resolutions",5
"years",23,"worth",5
"yep",23,"its",3
"yesterday",23,"as",9
"york",23,"yankees",4
"you",23,"checked",3
"you",23,"omg",3
"you",23,"played",3
"you",23,"signed",3
"you",23,"stronger",3
"you",23,"worked",3
"youd",23,"expect",4
"young",23,"kids",5
"your",23,"class",4
"your",23,"enemies",4
"your",23,"entry",4
"your",23,"foot",4
"your",23,"gift",4
"your",23,"guy",4
"your",23,"inbox",4
"your",23,"lives",4
"your",23,"moms",4
"your",23,"neighbor",4
"your",23,"page",4
"your",23,"pictures",4
"your",23,"pocket",4
"your",23,"readers",4
"your",23,"skills",4
"your",23,"still",4
"your",23,"ticket",4
"your",23,"workout",4
"youre",23,"following",5
"youre",23,"well",5
"youre",23,"wondering",5
"yrs",23,"of",3
"zoo",23,"and",3
"–",22,"some",1
"—",22,"such",1
"—",22,"we",1
"“",22,"is",1
"“i",22,"believe",2
"“i",22,"like",2
"“we",22,"want",3
"“you",22,"are",4
"“you",22,"have",4
"a",22,"average",1
"a",22,"bachelor",1
"a",22,"basement",1
"a",22,"bedroom",1
"a",22,"bikini",1
"a",22,"birth",1
"a",22,"blowout",1
"a",22,"boston",1
"a",22,"bribe",1
"a",22,"brush",1
"a",22,"but",1
"a",22,"care",1
"a",22,"cartoon",1
"a",22,"catalyst",1
"a",22,"champ",1
"a",22,"charm",1
"a",22,"chief",1
"a",22,"collision",1
"a",22,"confession",1
"a",22,"council",1
"a",22,"creepy",1
"a",22,"database",1
"a",22,"deer",1
"a",22,"dessert",1
"a",22,"fighter",1
"a",22,"formula",1
"a",22,"frozen",1
"a",22,"fugitive",1
"a",22,"function",1
"a",22,"heavily",1
"a",22,"hollywood",1
"a",22,"jew",1
"a",22,"lame",1
"a",22,"leisurely",1
"a",22,"losing",1
"a",22,"marker",1
"a",22,"meat",1
"a",22,"microphone",1
"a",22,"mostly",1
"a",22,"nature",1
"a",22,"necessity",1
"a",22,"november",1
"a",22,"off",1
"a",22,"pioneer",1
"a",22,"promotion",1
"a",22,"protective",1
"a",22,"rd",1
"a",22,"romance",1
"a",22,"route",1
"a",22,"satisfying",1
"a",22,"savings",1
"a",22,"scoreless",1
"a",22,"seasonhigh",1
"a",22,"sensitive",1
"a",22,"setback",1
"a",22,"spare",1
"a",22,"splendid",1
"a",22,"squirrel",1
"a",22,"storage",1
"a",22,"stroll",1
"a",22,"superhero",1
"a",22,"supporting",1
"a",22,"sustainable",1
"a",22,"t",1
"a",22,"taser",1
"a",22,"testimony",1
"a",22,"threetime",1
"a",22,"trained",1
"a",22,"trick",1
"a",22,"tricky",1
"a",22,"trophy",1
"a",22,"tutorial",1
"a",22,"vacant",1
"a",22,"vacuum",1
"a",22,"weeklong",1
"about",22,"he",5
"about",22,"leaving",5
"above",22,"for",5
"accepted",22,"for",8
"accepted",22,"into",8
"accident",22,"at",8
"accompany",22,"the",9
"account",22,"so",7
"accounts",22,"that",8
"acquainted",22,"with",10
"acting",22,"and",6
"actually",22,"doing",8
"ad",22,"campaign",2
"added",22,"jobs",5
"addiction",22,"and",9
"adding",22,"some",6
"additionally",22,"the",12
"admits",22,"to",6
"adore",22,"the",5
"adult",22,"life",5
"africa",22,"is",6
"africa",22,"the",6
"after",22,"practice",5
"after",22,"so",5
"after",22,"starting",5
"after",22,"talking",5
"after",22,"thanksgiving",5
"after",22,"today",5
"after",22,"us",5
"afternoon",22,"but",9
"again",22,"ill",5
"again",22,"of",5
"again",22,"until",5
"against",22,"what",7
"agent",22,"the",5
"ago",22,"im",3
"air",22,"as",3
"album",22,"with",5
"all",22,"away",3
"all",22,"excited",3
"all",22,"made",3
"all",22,"say",3
"all",22,"should",3
"all",22,"yall",3
"alleged",22,"to",7
"allen",22,"and",5
"allowed",22,"for",7
"allowed",22,"two",7
"allowing",22,"for",8
"alone",22,"alone",5
"alone",22,"as",5
"already",22,"read",7
"also",22,"add",4
"also",22,"brought",4
"also",22,"plays",4
"also",22,"recently",4
"also",22,"served",4
"also",22,"still",4
"alter",22,"ego",5
"always",22,"bring",6
"always",22,"that",6
"always",22,"up",6
"am",22,"enjoying",2
"am",22,"monday",2
"am",22,"until",2
"amazing",22,"food",7
"amazing",22,"night",7
"amen",22,"i",4
"amendment",22,"rights",9
"american",22,"cancer",8
"americas",22,"got",8
"an",22,"android",2
"an",22,"approach",2
"an",22,"athletic",2
"an",22,"audio",2
"an",22,"australian",2
"an",22,"autograph",2
"an",22,"eclectic",2
"an",22,"educator",2
"an",22,"envelope",2
"an",22,"excerpt",2
"an",22,"expression",2
"an",22,"income",2
"an",22,"initiative",2
"an",22,"inspiring",2
"an",22,"intelligent",2
"an",22,"obsession",2
"an",22,"opera",2
"an",22,"th",2
"an",22,"unfair",2
"an",22,"updated",2
"analysis",22,"and",8
"and",22,"abroad",3
"and",22,"accepting",3
"and",22,"adventure",3
"and",22,"alan",3
"and",22,"android",3
"and",22,"announced",3
"and",22,"asia",3
"and",22,"assembly",3
"and",22,"august",3
"and",22,"benefit",3
"and",22,"blogging",3
"and",22,"bob",3
"and",22,"breathing",3
"and",22,"british",3
"and",22,"btw",3
"and",22,"certain",3
"and",22,"chopped",3
"and",22,"compelling",3
"and",22,"concerns",3
"and",22,"contribute",3
"and",22,"count",3
"and",22,"cuts",3
"and",22,"daddy",3
"and",22,"dedicated",3
"and",22,"desserts",3
"and",22,"details",3
"and",22,"disabled",3
"and",22,"domestic",3
"and",22,"drama",3
"and",22,"eastern",3
"and",22,"effectively",3
"and",22,"elizabeth",3
"and",22,"explained",3
"and",22,"fail",3
"and",22,"fine",3
"and",22,"fix",3
"and",22,"forgot",3
"and",22,"gardens",3
"and",22,"generate",3
"and",22,"girl",3
"and",22,"glass",3
"and",22,"guests",3
"and",22,"identity",3
"and",22,"illinois",3
"and",22,"increasingly",3
"and",22,"introduce",3
"and",22,"joseph",3
"and",22,"ken",3
"and",22,"knocked",3
"and",22,"literature",3
"and",22,"loud",3
"and",22,"manage",3
"and",22,"manufacturing",3
"and",22,"married",3
"and",22,"medicaid",3
"and",22,"missouri",3
"and",22,"ms",3
"and",22,"museum",3
"and",22,"operated",3
"and",22,"operating",3
"and",22,"per",3
"and",22,"phil",3
"and",22,"planned",3
"and",22,"possession",3
"and",22,"posting",3
"and",22,"rather",3
"and",22,"ray",3
"and",22,"require",3
"and",22,"respectively",3
"and",22,"results",3
"and",22,"returning",3
"and",22,"scary",3
"and",22,"seventh",3
"and",22,"snacks",3
"and",22,"split",3
"and",22,"steady",3
"and",22,"steal",3
"and",22,"steven",3
"and",22,"stone",3
"and",22,"striking",3
"and",22,"suggestions",3
"and",22,"supporters",3
"and",22,"talent",3
"and",22,"testing",3
"and",22,"thankfully",3
"and",22,"united",3
"and",22,"unless",3
"and",22,"vintage",3
"and",22,"visited",3
"and",22,"voila",3
"and",22,"volunteer",3
"and",22,"website",3
"and",22,"weight",3
"and",22,"woke",3
"and",22,"worst",3
"and",22,"wow",3
"and",22,"wrapped",3
"and",22,"youtube",3
"angela",22,"merkel",6
"anger",22,"at",5
"announced",22,"this",9
"annoy",22,"me",5
"annoying",22,"i",8
"annual",22,"rate",6
"annual",22,"report",6
"another",22,"country",7
"any",22,"age",3
"any",22,"attempt",3
"any",22,"future",3
"any",22,"interest",3
"any",22,"place",3
"any",22,"woman",3
"anymore",22,"you",7
"anyone",22,"the",6
"anything",22,"as",8
"anything",22,"goes",8
"anything",22,"good",8
"anything",22,"thats",8
"apart",22,"i",5
"apologized",22,"to",10
"app",22,"on",3
"appearances",22,"and",11
"apple",22,"juice",5
"application",22,"is",11
"appointment",22,"with",11
"appreciate",22,"a",10
"approaching",22,"a",11
"approval",22,"and",8
"apt",22,"to",3
"are",22,"am",3
"are",22,"another",3
"are",22,"black",3
"are",22,"determined",3
"are",22,"drawn",3
"are",22,"entitled",3
"are",22,"equal",3
"are",22,"essentially",3
"are",22,"fantastic",3
"are",22,"fucking",3
"are",22,"key",3
"are",22,"leading",3
"are",22,"lower",3
"are",22,"merely",3
"are",22,"scared",3
"area",22,"around",4
"area",22,"which",4
"areas",22,"such",5
"arent",22,"that",5
"arguing",22,"about",7
"argument",22,"with",8
"around",22,"im",6
"arrangement",22,"of",11
"arrive",22,"on",6
"arrived",22,"with",7
"art",22,"a",3
"art",22,"at",3
"article",22,"by",7
"article",22,"the",7
"article",22,"was",7
"artist",22,"the",6
"artists",22,"are",7
"artists",22,"i",7
"as",22,"getting",2
"as",22,"happy",2
"as",22,"have",2
"as",22,"kids",2
"as",22,"members",2
"as",22,"three",2
"as",22,"will",2
"asbury",22,"park",6
"aside",22,"i",5
"assembly",22,"line",8
"asset",22,"to",5
"assets",22,"of",6
"assumes",22,"that",7
"at",22,"churchill",2
"at",22,"el",2
"at",22,"lake",2
"at",22,"todays",2
"athlete",22,"and",7
"attachment",22,"to",10
"attacked",22,"the",8
"attempt",22,"by",7
"attitude",22,"to",8
"attraction",22,"to",10
"audience",22,"with",8
"auditioned",22,"for",10
"aug",22,"at",3
"austerity",22,"measures",9
"available",22,"a",9
"average",22,"to",7
"awards",22,"show",6
"away",22,"his",4
"away",22,"she",4
"away",22,"then",4
"awesome",22,"for",7
"awhile",22,"since",6
"baby",22,"its",4
"baby",22,"on",4
"back",22,"porch",4
"back",22,"tonight",4
"back",22,"will",4
"backdrop",22,"for",8
"bad",22,"he",3
"bags",22,"are",4
"bake",22,"sale",4
"ball",22,"for",4
"ball",22,"game",4
"ball",22,"into",4
"ball",22,"out",4
"ballot",22,"initiative",6
"baltimore",22,"is",9
"band",22,"with",4
"bank",22,"for",4
"bargaining",22,"agreement",10
"barred",22,"from",6
"barrels",22,"of",7
"barrier",22,"to",7
"basil",22,"and",5
"batches",22,"of",7
"battle",22,"over",6
"bay",22,"in",3
"bay",22,"to",3
"be",22,"accessed",2
"be",22,"blamed",2
"be",22,"cautious",2
"be",22,"defined",2
"be",22,"delayed",2
"be",22,"dropped",2
"be",22,"due",2
"be",22,"extended",2
"be",22,"greatly",2
"be",22,"hanging",2
"be",22,"implemented",2
"be",22,"improved",2
"be",22,"little",2
"be",22,"mindful",2
"be",22,"particularly",2
"be",22,"percent",2
"be",22,"presenting",2
"be",22,"rather",2
"be",22,"singing",2
"be",22,"single",2
"be",22,"studying",2
"be",22,"telling",2
"be",22,"thrown",2
"be",22,"today",2
"be",22,"warned",2
"beach",22,"at",5
"beach",22,"boys",5
"beach",22,"for",5
"bear",22,"and",4
"bears",22,"the",5
"beat",22,"us",4
"became",22,"so",6
"bed",22,"im",3
"bed",22,"we",3
"beds",22,"and",4
"been",22,"caught",4
"been",22,"created",4
"been",22,"even",4
"been",22,"holding",4
"been",22,"hurt",4
"been",22,"long",4
"been",22,"lucky",4
"been",22,"meeting",4
"been",22,"months",4
"been",22,"nominated",4
"been",22,"our",4
"been",22,"posted",4
"been",22,"practicing",4
"been",22,"sleeping",4
"been",22,"what",4
"beers",22,"from",5
"before",22,"joining",6
"began",22,"when",5
"began",22,"working",5
"beginning",22,"on",9
"begins",22,"and",6
"behind",22,"our",6
"being",22,"away",5
"being",22,"nice",5
"being",22,"of",5
"being",22,"sent",5
"belated",22,"birthday",7
"belly",22,"and",5
"bend",22,"over",4
"besides",22,"a",7
"best",22,"performance",4
"best",22,"teams",4
"best",22,"year",4
"better",22,"a",6
"better",22,"see",6
"better",22,"shape",6
"better",22,"use",6
"better",22,"what",6
"between",22,"being",7
"between",22,"one",7
"between",22,"this",7
"big",22,"mistake",3
"big",22,"question",3
"bill",22,"passed",4
